Division,Zona,Status,Numero,Anio,Mes,Area,Ciudad,SE,Circuito,Fecha_Inici,Fecha_Term,Hora_Ini,Hora_Term,Demanda,Usuario,Ramal,PUR,Material,Causa,Entidad,Proceso,Continuada,DEMUA,Duracion,TIU,Usuario_Promedio,TLU_Real,EDV,Afectacion,Tipo_Tramo,Tramo_Trocal,Tramo_Ramal,Atendido_Por,Con_Sin_Evento,Num_Evento,Falla_Renuante,Solicitud,Orden_Sicoss,Observaciones
DK,04,I,1282,2018,5,I,*,LMX,4022,2018.05.13,2018.05.13,17:12,20:03,411,193,*****,100,D-228,D-133,DISTRIBUCION,RED AEREA,N,33003,171,0.061832,534186,0.061831855,1.171,S,T,REST TRIUNFO,0,9MNTB,N,-1,N,-1,-,"% K0403245731 LIC- 4395 (1-45/3) FASE C, FALSO CONTACTO EN CCF LADO CARGA DEL R0204, EN COL: EL TRIUNFO CARRANZA"
DK,04,I,1242,2018,5,H,*,VFD,4020,2018.05.13,2018.05.13,18:02,21:31,30,60,V.HGO.CAMINO,100,D-279,D-125B,DISTRIBUCION,RED AEREA,N,12540,209,0.023494,534186,0.023493969,0.104,S,R,0,V.HGO.CAMINO,9MNTA,N,-1,N,-1,K0403245734,"% K0403245734, LIC-4398 (1-25/3)FASE B, OPERA POR DESCARGA ATMOSFERICA SOBRE LAS LINEAS DE MT EN GRANJA NATALIA KM20 VILLAHIDALGO"
DK,04,I,1270,2018,5,I,*,OCZ,4040,2018.05.14,2018.05.15,21:34,13:12,121,69,EL GAVILAN,100,D-279,D-125B,DISTRIBUCION,RED AEREA,N,64722,938,0.121258,534186,0.121258108,1.892,S,R,0,EL GAVILAN,9FEA1,N,-1,N,-1,K0403246383,"% K0403246383 LIC-4455 (1-12/3) FASE C, SE TIENE UNA DESCARGA EN LA LINEA DE MT, SE CIERRA DE FORMA MANUAL CCF EN COL EL GAVILAN."
DK,04,I,1287,2018,5,H,*,VFD,4030,2018.05.14,2018.05.14,08:15,13:46,10,1,F2360 HVO,100,D-228,D-149,DISTRIBUCION,RED AEREA,N,331,331,0.00062,534186,0.000620136,0.055,S,R,0,F2360 HVO,9L0CA,N,1997,N,-1,-,"# K0403245844, LIC-4405, LINEA REVENTADAS EN LAS 3 FASES Y DAÑO DE ESTRUCTURA DE MADERA,  A CAUSA DE QUEMA DE PASTIZAL, SE REALIZA EL LEVANTAMIENTO D LAS LINEAS Y REMPLASO D ESTRUCTURA EN POZO DE COL PANCHO VILLA // RCHO SIMPRES."
DK,04,I,1279,2018,5,F,*,TXS,4030,2018.05.14,2018.05.15,12:38,09:18,45,46,LINDA VISTA,100,D-242,D-164,DISTRIBUCION,RED AEREA,,57040,1240,0.106866,534186,0.10686571,0.93,S,R,0,LINDA VISTA,9L0DA,N,-1,N,-1,-,"% LIC-4431,FALLA CONDUCTOR FASE C, DESGASTE OCASIONADO POR FALSO CONTACTO EN CONECTOR, SE REPONE 15 MTS DE CABLE ACSR-266, 2 CONECTORES LV Y 2 MTS DE CABLE AL-ACSR 1/0, SE AISLA FALLA Y SE ENLAZA OCZ-4050 SE CORRIGE EN BARRIO LINDA V,"
DK,04,I,1263,2018,5,G,G,TGU,4020,2018.05.15,2018.05.15,09:36,10:59,40,48,F0044-P.A.N3,0,D-228,D-145,DISTRIBUCION,RED AEREA,N,3984,83,0.007464,534186,0.007464113,0.055,S,R,0,F0044-P.A.N3,K607R,N,-1,N,-1,K0403246638,"% K0403246638, LIC-4452 (1-8/3) FASE B, POR UN PAJARO GOLPEO EN LINEAS DE MT, EN CARRET TUXTLA-CHICOASEN KM 4.5"
DK,04,I,1273,2018,5,I,*,OCZ,4050,2018.05.15,2018.05.16,17:56,11:40,25,35,NVO SIMOJOVE,100,D-228,D-144,DISTRIBUCION,RED AEREA,N,37240,1064,0.06977,534186,0.069769969,0.443,S,R,0,NVO SIMOJOVE,9FEA1,N,-1,N,-1,K0403246885,"% K0403246885, LIC-4487. (1-10 2) (1-20/39) (1-25/3) FASE A, SE ENCONTRARON SECC ALAMBRADAS A CAUSA DE VANDALISMO EN VARIOS SEC DE LA COL:HERMENEGILDO GALEANA OCZ."
DK,04,I,1265,2018,5,G,G,TGU,4060,2018.05.15,2018.05.15,08:09,10:03,100,118,F0404-7APONI,0,D-228,D-145,DISTRIBUCION,RED AEREA,N,13452,114,0.025203,534186,0.025202621,0.19,S,R,0,F0404-7APONI,9DY7X,N,-1,N,-1,K0403246496,"% K0403246496, LIC-4439 (1-40/3) FASE A OPERA POR CHOQUE DE AVE CON LA RED DE MT EN 7A NORTE PTE 930  COL.NTE PTE U"
DK,04,I,1268,2018,5,F,*,TXS,4030,2018.05.15,2018.05.15,09:18,14:54,45,71,LINDA VISTA,100,D-242,D-164,DISTRIBUCION,RED AEREA,N,23856,336,0.044695,534186,0.044694747,0.252,S,R,0,LINDA VISTA,9L0DA,N,-1,N,-1,K0403246624,"% SCADA EV-20-25 LIC4449, K0403246624, FALLA CONDUCTOR FASE C, DESGASTE OCASIONADO POR FALSO CONTACTO EN CONECTOR, SE REPONE 15 MTS DE CABLE ACSR-266, 2 CONECTORES LV Y 2 MTS DE CABLE AL-ACSR 1/0, SE ENLAZA OCZ 4050, SE AISLA FALLA RAMAL LINDA VISTA"
DK,04,I,1281,2018,5,I,*,CIT,4030,2018.05.16,2018.05.16,08:25,10:15,35,157,CENTR JIQ 2,100,D-228,D-145,DISTRIBUCION,RED AEREA,N,17270,110,0.032356,534186,0.032355729,0.064,S,R,0,CENTR JIQ 2,9FHD0,N,-1,N,-1,K0403246959,"% K0403246959, LIC-4483,(1-8/3) FASE B, OPERA  A CAUSA DE UN AVE QUE PEGA EN LA RED DE MT, SE RESTABLECE EN 3A OTE NTE NO. 24 CENTRO DE JIQUIPILAS"
DK,04,I,1313,2018,5,F,*,JUY,4010,2018.05.17,2018.05.17,09:49,21:34,45,100,16 DE SEP. S,100,D-228,D-109,DISTRIBUCION,RED AEREA,N,70500,705,0.132083,534186,0.132083319,0.529,S,R,0,16 DE SEP. S,9L0D8,N,-1,N,-1,K0403247950,"% K0403247950, 4A PTE NTE 13 SAN FDO  LIC-4544 (1-25/3) FASE C, OPERA  POR SOBRECARGA SE RESTABLECE EN 4PTE / 1A Y 2A NTE SAN FERNANDO"
DK,04,I,1314,2018,5,I,*,CIT,4040,2018.05.17,2018.05.17,12:01,21:13,58,56,ZAPATA,100,D-228,D-133,DISTRIBUCION,RED AEREA,N,30912,552,0.057914,534186,0.05791432,0.534,S,R,0,ZAPATA,9MNTB,N,-1,N,-1,K0403248015,"% K0403248015, LIC-4536, (1- 8/3) FASE-A , FALLA PROVOCADA POR FALSO CONTACTO EN EL CONECTOR, SE RESTABLECE EN C.C PTE Y 1 NTE COL: EMILIANO ZAPATA"
DK,04,I,1294,2018,5,I,*,CIT,4040,2018.05.17,2018.05.17,13:20,15:09,32,23,LOS POCITOS,100,D-228,D-145,DISTRIBUCION,RED AEREA,N,2507,109,0.004697,534186,0.00469692,0.058,S,R,0,LOS POCITOS,9EX4B,N,-1,N,-1,K0403248076,"% K0403248076, LIC-4533 (1-10/3), OPERA POR AVE QUE ROMPE DISTANCIA CON UNA DE LAS FASES DE LA RED D MT, SE RESTABLECE EN RANCHO EL TOMATAL COL. EL POCITO"
DK,04,I,1302,2018,5,J,*,SOY,4035,2018.05.17,2018.05.17,08:49,10:58,75,39,IXTAPA,100,D-279,D-125B,DISTRIBUCION,RED AEREA,N,5031,129,0.009426,534186,0.00942569,0.161,S,R,0,IXTAPA,9DP0K,N,-1,N,-1,K0403247682,"% K0403247682 LIC-4516, AISLAMIENTO AVERIADO FASE B, A CAUSA DE DESCARGA ELECTRICA EN LA RED D MT SE REALIZA LA INSTALACION DE AISLAMIENTO EN CENTRAL NTE IXTAPA"
DK,04,I,1578,2018,5,G,G,TGD,4100,2018.05.17,2018.05.17,09:32,09:33,5560,,*****,0,D-255,D-145,DISTRIBUCION,RED AEREA,,,1,,534186,,0.093,S,T,************,0,J593M,N,-1,N,-1,-,"¿ SCADA 51ABN EV-8-9 LIC-4514, CCF DAÑADO Y PUENTE SUELTO EN CRUCETA A CAUSA DE AVE QUE ROMPE DISTANCIA , SE ABRE POR CONTROL D0021, SE CIERRA R0003 SE ENLAZA CON TXN-4030 EN 9A SUR, TUXTLA"
DK,04,I,1366,2018,5,G,G,TGD,4100,2018.05.17,2018.05.17,10:40,12:35,90,275,F0603-PINO S,0,D-255,D-145,DISTRIBUCION,RED AEREA,N,31625,115,0.05925,534186,0.059250141,0.172,S,R,0,F0603-PINO S,9DV0E,N,-1,N,-1,-,"¿ LIC-4520, K0403247925, CCF DAÑADO Y PUENTE SUELTO EN CRUCETA A CAUSA DE AVE QUE ROMPE DISTANCIA , SE REALIZA EL CAMBIO DE CCF, APARTARRAYOS Y CONECTORES DE LV EN TD 75 KVA 3F, EN 9A SUR, TUXTLA"
DK,04,I,1205,2018,5,G,G,TXN,4050,2018.05.17,2018.05.17,08:32,10:10,59,65,F0682-DELICI,0,D-228,D-145,DISTRIBUCION,RED AEREA,N,6370,98,0.011934,534186,0.011934337,0.096,S,R,0,F0682-DELICI,9B51C,N,-1,N,-1,K0403247971,"% K0403247971 Y K0403247673, LIC-4518 (1-25/3) FASE -B, OPERA POR  PAJARO AL RONPER DISTACIA CON LA RED D MT , SE RESTABLECE EN 12 NTE / 5A Y 6A OTE COL. LAS DELICIAS"
DK,04,I,1365,2018,5,G,G,TGD,4100,2018.05.17,2018.05.17,09:57,10:40,430,790,*****,0,D-255,D-145,DISTRIBUCION,RED AEREA,,33970,43,0.063644,534186,0.063643551,0.308,S,T,T0105-GASOLI,0,9DV0E,N,-1,N,-1,-,"¿ LIC-4514, CCF DAÑADO Y PUENTE SUELTO EN CRUCETA A CAUSA DE AVE QUE ROMPE DISTANCIA , SE RETIRA CONECTORES DE LV EN SECC F0603  Y SE CIERRA POR CONTROL D0021, SE ABRE R0003 ENLACE CON TXN-4030 EN 9A SUR, TUXTLA"
DK,04,I,1364,2018,5,G,G,TGD,4100,2018.05.17,2018.05.17,09:33,09:57,995,2348,*****,0,D-255,D-145,DISTRIBUCION,RED AEREA,,56352,24,0.105577,534186,0.105576726,0.398,S,T,4100,0,9DV0E,N,-1,N,-1,-,"¿ SCADA 51ABN EV-8-9 LIC-4514, CCF DAÑADO Y PUENTE SUELTO EN CRUCETA A CAUSA DE AVE QUE ROMPE DISTANCIA , SE ABRE POR CONTROL D0021, SE CIERRA R0003 SE ENLAZA CON TXN-4030 EN 9A SUR, TUXTLA"
DK,04,I,1317,2018,5,G,G,TGD,4090,2018.05.18,2018.05.18,17:37,19:48,95,65,F0573-COQUEL,0,D-228,D-133,DISTRIBUCION,RED AEREA,N,8515,131,0.015953,534186,0.015953042,0.207,S,R,0,F0573-COQUEL,9FB76,N,-1,N,-1,K0403248676,"% K0403248676, LIC-4587 (2-8/3) FASE A Y B , OPERA A CAUSA DE UN FALSO CONTACTO EN CONECTOR, SE RESTABLECE EN C ZIQUETE 106, AV. LAURELES Y MISION COL:COQUELEQUIXTAN"
DK,04,I,1320,2018,5,F,*,JUY,4010,2018.05.19,2018.05.19,09:35,11:14,55,54,LIMONES,100,D-228,D-133,DISTRIBUCION,RED AEREA,N,5346,99,0.010016,534186,0.01001585,0.091,S,R,0,LIMONES,9M933,N,-1,N,-1,K0403248725,"% K0403248725, LIC-4597 (1-20/3), OPERA POR FALSO CONTACTO CANILLA EN PRIV FLANBOYANT MZ1 LT6 CP.291, PRINCIPAL RIBERA LOS LIMONES  XM 56"
DK,04,I,1322,2018,5,G,G,TGD,4020,2018.05.19,2018.05.19,02:32,13:23,120,36,F0288-PEÑITA,0,D-228,D-133,DISTRIBUCION,RED AEREA,N,23436,651,0.043908,534186,0.043907868,1.302,S,R,0,F0288-PEÑITA,9DY7V,N,-1,N,-1,K0403248715,"% K0403248715, LIC-4602, (1-10/3) Y (1-25/3) OPERA POR FALSO CONTACTO EN TERMINAL DE CONECTOR, SE RESTABLECE EN AV PALMA PARAISO, CAMP LAS PALMAS U"
DK,04,I,1338,2018,5,H,*,LGZ,4010,2018.05.20,2018.05.20,14:14,20:50,5,15,F2449-VALLE,100,D-228,D-133,DISTRIBUCION,RED AEREA,N,5940,396,0.011129,534186,0.011128722,0.033,S,R,0,F2449-VALLE,9FRLT,N,-1,N,-1,K0403248851,"% K0403248851, LIC-4649 (2-15/3) (1-1/3) EN TD 25 KVA YT, OPERA POR FALSO CONTACTO EN TERMINALES DEL CONECTOR, SE RESTABLECE CON 6 MTS D ACSR 1 0 EN AG EJIDO URSULO GALVAN"
DK,04,I,1324,2018,5,J,*,SOY,4035,2018.05.20,2018.05.20,10:41,11:41,45,36,F2863IGLESIA,100,D-279,D-125B,DISTRIBUCION,RED AEREA,N,2160,60,0.004047,534186,0.004046808,0.045,S,R,0,F2863IGLESIA,9FKFE,N,-1,N,-1,K0403248831,"% K0403248831, LIC:4628, (2-25/3) Y (2-15/3); OPERA POR DESCARGA ATMOSFERICA SOBRE LA LINEA DE MT, SE RESTABLECE EN COL IGLESIA VIEJA."
DK,04,I,1333,2018,5,G,G,RDB,4015,2018.05.20,2018.05.20,12:18,14:25,60,130,F0842,0,D-228,D-153,DISTRIBUCION,RED AEREA,N,16510,127,0.030932,534186,0.030931853,0.127,S,R,0,F0842,QU169,N,-1,N,-1,K0403248839,"% K0403248839 LIC-4637 (1-65/3) OPERA POR SOBRECRGA EN CCF, SE RESTABLECE EN CARR A EMILIANO ZAPATA N 3840"
DK,04,I,1360,2018,5,F,*,GIA,4010,2018.05.21,2018.05.21,10:29,18:50,40,34,CUPASMI,100,D-228,D-145,DISTRIBUCION,RED AEREA,N,17034,501,0.031914,534186,0.031913578,0.334,S,R,0,CUPASMI,9L0D8,N,-1,N,-1,K0403248993,"% K0403248993, LIC-4700, (1-12/3) FASE A EN SECC PAJARO ROMPE DISTANCIA CON PUENTE DE MT DE UN TD 15 KVA CONV, SE RESTABLECE EN EL JICAMAL Y CUPASMIN"
DK,04,I,1344,2018,5,H,*,LGZ,4040,2018.05.21,2018.05.21,07:52,11:05,65,75,F2520-PROGRE,100,D-228,D-133,DISTRIBUCION,RED AEREA,N,14475,193,0.027119,534186,0.027119235,0.209,S,R,0,F2520-PROGRE,9B4YM,N,-1,N,-1,K0403248910,"4.- K0403248910, LIC-4667 (1-40/3) EN FASE C, OPERA POR FALSO CONTACTO EN CONECTORES, SE RESTABLECE EN GRANJA O M C PANTEON DE LA GARZA"
DK,04,I,1343,2018,5,G,G,TXN,4020,2018.05.21,2018.05.21,08:55,11:13,80,75,F0647-13MAY,0,D-228,D-145,DISTRIBUCION,RED AEREA,N,10350,138,0.019391,534186,0.019390955,0.184,S,R,0,F0647-13MAY,9DY7X,N,-1,N,-1,K0403248927,"% K0403248927, LIC-4671 (1-25/3) FASE A , OPERA POR PAJARO GOLPEO EN LOS PUENTES DEL TRANSF, SE RESTABLECE EN AND 16 DE SEPT.  MZ 2 LT 5"
DK,04,I,1347,2018,5,F,*,RDB,4045,2018.05.21,2018.05.21,08:36,14:00,73,66,3A SUR 1PTE,100,D-279,D-125B,DISTRIBUCION,RED AEREA,N,21384,324,0.040063,534186,0.0400634,0.394,S,R,0,3A SUR 1PTE,9L0D8,N,-1,N,-1,K0403248920,"% K0403248920, LIC-4685 (1-8/3) OPERA POR CAUSA  DESCARGA  ATMOSFERICA , SE RESTABLECE EN 4A PTE SUR BARRIO 18 MARZO"
DK,04,I,1351,2018,5,I,*,OCZ,4030,2018.05.21,2018.05.21,12:07,15:13,34,63,F_CTHIEL_3D,100,D-228,D-153,DISTRIBUCION,RED AEREA,N,11718,186,0.021954,534186,0.021953934,0.105,S,R,0,F_CTHIEL_3D,9FD9J,N,-1,N,-1,K0403249134,"% K0403249168, LIC-4689, (1-25/3) SECC, OPERO POR CARGA FUSIBLE INADECUADO, SE RESTABLECE EN KM 21 CARRET OCOZ VILLAFLORES  RANCHO LAUREL"
DK,04,I,1389,2018,5,F,*,GIA,4010,2018.05.21,2018.05.22,19:41,13:40,40,34,CUPASMI,100,D-242,D-125A,DISTRIBUCION,RED AEREA,N,36686,1079,0.068732,534186,0.068732038,0.719,S,R,0,CUPASMI,9B57L,N,-1,N,-1,-,"% LIC 4704 Y 4742, (1-12/3) LINEA ROTA, DESCARGAS ATMOSFERICAS, SE LEVANTA LINEA, CONDUCTOR ACSR 3/0, RIBERA CUPASMI"
DK,04,I,1359,2018,5,F,*,GIA,4010,2018.05.21,2018.05.21,11:40,17:58,40,34,AMATAL,100,D-228,D-145,DISTRIBUCION,RED AEREA,N,12852,378,0.024079,534186,0.024078508,0.252,S,R,0,AMATAL,9L0D8,N,-1,N,-1,K0403249154,"% K0403249154, LIC-4697 (1-12/3) EN SECCIONADORA. CAUSA DE PAJARO ROMPE DISTANCIA CON EL PUENTE DE MT, SE RESTABLECE EN CALLE PRINCIPAL Y DEL PTE COL: RIBERA EL AMATAL"
DK,04,I,1370,2018,5,G,G,TGD,4060,2018.05.22,2018.05.22,13:12,14:45,160,145,F0535-CTHIE1,0,D-228,D-145,DISTRIBUCION,RED AEREA,N,13485,93,0.025264,534186,0.025264448,0.248,S,R,0,F0535-CTHIE1,9DY7X,N,-1,N,-1,K0403249773,"% K0403249773, LIC-4754 (1-40/3) FASE A, OPERA POR AVE QUE PIERDE DISTANCIA CON LA RED DE MT, SE RESTABLECE EN LIBRAMIENTO SUR ORIENTE COL CASTILLO TIELEMANS"
DK,04,I,1398,2018,5,I,*,LMX,4032,2018.05.22,2018.05.23,16:45,19:35,10,1,TILTEPEC 2,100,D-228,D-145,DISTRIBUCION,RED AEREA,N,1610,1610,0.003016,534186,0.003016371,0.268,S,R,0,TILTEPEC 2,9MNT4,N,-1,N,-1,K0403249896,"% K0403249896, LIC-4812 (1-8/3). EN SECCIONADORA A CAUSA D AVE PEGA EN EL PUENTE DE MT, SE RESTABLECE EN RANCHO EL MIRADOR COL: TILTEPEC, SISTEMA DE RIEGO AGRICOLA, USUARIO REPORTA COMO UN SOLO USUARIO."
DK,04,I,1387,2018,5,I,*,OCZ,4050,2018.05.22,2018.05.22,16:50,20:30,75,85,OJO DE AGUA,100,D-228,D-134,DISTRIBUCION,RED AEREA,N,18700,220,0.035035,534186,0.035034866,0.275,S,R,0,OJO DE AGUA,9L0AR,N,-1,N,-1,K0403249900,"4.-K0403249900 LIC.-4764, (1F/10A-R3) RAMAS SOBRE LA LINEA, POR FUERTES VIENTOS, ORIGINADOS POR CANAL DE BAJA PRESION, SE RETIRA RAMAS DE LA LINEAS, ENTRADA COLONIA OJO DE AGUA (RAMAL GALEANA)"
DK,04,I,1377,2018,5,I,*,CIT,4010,2018.05.22,2018.05.22,08:26,09:35,32,12,CACAHUATERA,100,D-228,D-145,DISTRIBUCION,RED AEREA,N,828,69,0.001551,534186,0.001551276,0.037,S,R,0,CACAHUATERA,9FHD0,N,-1,N,-1,-,"% K0403249494, LIC-4728 FASE B, (1-15/3), OPERA A CAUSA DE CHOQUE DE AVE CON LA RED DE MT, SE RESTABLECE EN CARR PANAM KM 93-250 LAS FLORES"
DK,04,I,1406,2018,5,F,*,GIA,4010,2018.05.23,2018.05.23,10:28,20:30,49,43,MONTERRICO,100,D-228,D-145,DISTRIBUCION,RED AEREA,N,25886,602,0.048498,534186,0.048497997,0.492,S,R,0,MONTERRICO,9M933,N,-1,N,-1,K0403250252,"% K0403250252, LIC-4813 (1-8/3) Y (1-2/3) CAUSA ARDILLA PEGA EL PUENTE DE MT, SE RESTABLECE EN RIBERA DE MONTERRICO, CHIAPA DE CORZO"
DK,04,I,1400,2018,5,I,*,LMX,4012,2018.05.24,2018.05.24,08:34,13:51,62,49,TEHUACAN,100,D-279,D-125B,DISTRIBUCION,RED AEREA,N,15533,317,0.029101,534186,0.029101421,0.328,S,R,0,TEHUACAN,9EX4B,N,-1,N,-1,K0403250820,"% K0403250820, LIC-4843 (1-12/3) FASE A, OPERA  A CAUSA DE DESCARGAS ATMOSFERICAS SOBRE LA RED DE MT, SE RESTABLECE EN COL TEHUACAN CIT"
DK,04,I,1411,2018,5,G,G,TXS,4052,2018.05.24,2018.05.24,19:44,20:58,54,99,F0862,0,D-228,D-133,DISTRIBUCION,RED AEREA,N,7326,74,0.013725,534186,0.013725424,0.067,S,R,0,F0862,9FD91,N,-1,N,-1,K0403251382,"% K0403251382, LIC-4853, (1-25/3) FASE C, OPERA A CAUSA DE FALSO CONTACTO EN CONECTOR SE RESTABLECE EN COL JUAN CRISPIN"
DK,04,I,1399,2018,5,F,*,JUY,4010,2018.05.24,2018.05.25,21:42,17:27,65,27,F3319A,100,D-233,D-133,DISTRIBUCION,RED AEREA,N,31995,1185,0.059943,534186,0.059943345,1.284,S,R,0,F3319A,9L0D8,N,-1,N,-1,-,"% K0403251414, LIC.4885; 1/10-3;  POR FALSO CONTACTO ARGOLLA RECIBIDOR DEL CCF, SE RESTABLECE FUSIBLE EN CALZADA HIDALGO RIB FRANCISCO I MADERO, MPIO. SAN FERNANDO."
DK,04,I,1413,2018,5,H,*,IPD,4010,2018.05.25,2018.05.25,08:09,12:29,8,36,F2246-SAN RA,100,D-228,D-145,DISTRIBUCION,RED AEREA,N,9360,260,0.017536,534186,0.017536168,0.035,S,R,0,F2246-SAN RA,9MNTH,N,-1,N,-1,K0403251446,"% K0403251446, LIC-4879 (1-25/3) FASE C, OPERA  A CAUSA DE AVE QUE PEGA EN PUENTES DE LA MT, SE RESTABLECE EN AV 1A SUR OTE ANGEL ALBINO JALTENAGO"
DK,04,I,1409,2018,5,G,G,TGU,4080,2018.05.25,2018.05.25,09:08,09:59,130,47,BRISAS 2,0,D-228,D-145,DISTRIBUCION,RED AEREA,N,2397,51,0.004491,534186,0.004490833,0.111,S,R,0,BRISAS 2,9DY7X,N,-1,N,-1,K0403251468,"% K0403251468, LIC-4868 (1-12/3) Y (2-5/3) OPERA A CAUSA DE PALOMA QUE ROMPE DISTANCIA CON LA LINEA DE MT, SE RESTABLECE EN AV. AIRE AGUA 8.COL BRISAS"
DK,04,I,1502,2018,5,G,G,TXS,4020,2018.05.27,2018.05.27,08:34,11:42,233,166,F0820-C.CAMP,0,D-228,D-133,DISTRIBUCION,RED AEREA,N,31208,188,0.058469,534186,0.058468883,0.73,S,R,0,F0820-C.CAMP,QU169,N,-1,N,-1,-,"1. POR EFECTO DE CANAL DE BAJA PRESION, K0403251894, LIC. 4931, (1-40/3), POR VIENTOS FUERTES Y LLUVIA TORRENCIAL SE PRESENTA FALLA POR CAIDA DE RAMA, SE NORMALIZA CCF, ATRAS DEL CLUB CAMPESTRE, TUXTLA GUTIERREZ"
DK,04,I,1429,2018,5,I,*,LMX,4012,2018.05.27,2018.05.27,09:23,13:32,34,36,LLANO GDE,100,D-228,D-145,DISTRIBUCION,RED AEREA,N,8964,249,0.016794,534186,0.016794254,0.141,S,R,0,LLANO GDE,9MNT4,N,-1,N,-1,K0403251896,"% K0403251896 LIC-4935 (1-12/3) FASE C, OPERA POR AVE QUE ROMPE DISTANCIA CON LA RED D MT, SE RESTABLECE EN FCA  LLANO GRANDE"
DK,04,I,1432,2018,5,G,G,TGD,4090,2018.05.27,2018.05.28,20:54,02:03,50,1,F0575-OLAM,0,D-228,D-145,DISTRIBUCION,RED AEREA,N,309,309,0.000579,534186,0.000578918,0.258,S,R,0,F0575-OLAM,9FD91,N,-1,N,-1,K0403251939,"% K0403251939, LIC-4943 (1-10/9) FASE A, OPERA POR PAJARO QUE ROMPE DISTANCIA CON LA RED DE MT, SE RESTABLECE LIB SUR OTE COL- CERRO HUECO"
DK,04,I,1461,2018,5,H,*,VFD,4020,2018.05.27,2018.05.27,08:10,10:15,16,64,F2229- 10 TE,100,D-228,D-145,DISTRIBUCION,RED AEREA,N,8000,125,0.014988,534186,0.014988178,0.033,S,R,0,F2229- 10 TE,K188R,N,-1,N,-1,-,"% K0403251892 LIC 4923 (1-15/3) FASE B, OPERA  POR CAUSA DE ARDILLA HACE CONTACTO CON PUENTE DE MEDIA TENSION , SE RESTABLECE EN LA CALLE 5 SUR OTE VILLAFLORES"
DK,04,I,1433,2018,5,G,G,TXN,4020,2018.05.28,2018.05.28,12:25,13:33,125,99,F0626-A.BAJA,0,D-228,D-145,DISTRIBUCION,RED AEREA,N,6732,68,0.012613,534186,0.012612552,0.142,S,R,0,F0626-A.BAJA,9DY7X,N,-1,N,-1,K0403252232,"% K0403252232 LIC-4964 (1-40/3) Y (1-5/3) OPERA  POR PAJAROS QUE ROMPEN DISTANCIA CON LAS LINEAS D MT, SE RESTABLECE EN AV EL SABINO MZ-52 LTE-19 ALBANIA BAJA"
DK,04,I,1444,2018,5,G,G,TXS,4040,2018.05.29,2018.05.29,07:11,09:50,100,109,F0220-B.AIRE,0,D-228,D-145,DISTRIBUCION,RED AEREA,N,17331,159,0.03247,534186,0.032470014,0.265,S,R,0,F0220-B.AIRE,9DY7X,N,-1,N,-1,K0403252605,"% K0403252605 LIC-4990 (1-10/3) FASE A, OPERA POR CHOQUE DE AVE EN LA LINEA DE MT, SE RESTABLECE EN  AV. GOLONDRINAS COL BUENOS AIRES"
DK,04,I,1442,2018,5,G,G,TGU,4050,2018.05.29,2018.05.29,16:44,19:13,90,105,F0366-4ASURP,0,D-228,D-133,DISTRIBUCION,RED AEREA,N,15645,149,0.029311,534186,0.029311256,0.224,S,R,0,F0366-4ASURP,9DY7V,N,-1,N,-1,K0403253431,"% K0403253431 LIC-5016 (1-12/3) OPERA A CAUSA DE UN FALSO CONTACO EN PUENTE PROVOCADO POR EL CHOQUE D UN AVE , SE RESTABLECE EN C:10 PTE SUR COL LOMITA"
DK,04,I,1499,2018,5,H,*,VFD,4010,2018.05.31,2018.05.31,10:59,12:16,300,1,PLAZA,100,D-228,D-145,DISTRIBUCION,RED AEREA,N,77,77,0.000144,534186,0.000144261,0.385,S,R,0,PLAZA,G431N,N,-1,N,-1,-,"K0403254459, LIC-5079 APERTURA DEL RESTAURADOR DE LA PLAZA VILLAFLORES, A CAUSA DE CHOQUE DE AVE CON LA RED DE MT,SE REALIZA CIERRE EN FORMA LOCAL Y SE NORMALIZA SUMINISTRO EN 6A SUR PTE  VILLAFLORES"
DK,04,I,1475,2018,5,G,G,TXS,4020,2018.05.31,2018.05.31,08:33,11:22,90,82,F0829-B.CALI,0,D-228,D-145,DISTRIBUCION,RED AEREA,N,13858,169,0.025963,534186,0.025963271,0.254,S,R,0,F0829-B.CALI,9DY7G,N,-1,N,-1,K0403254340,"% K0403254340, LIC-5078 (1-25/3), (1-10/3) (1-5/3) FASE C OPERA CAUSA DE UNA PALOMA QUE CHOCA CON LA RED DE MT, SE RESTABLECE EN COL. JUAN CRISPIN NTE"
DK,04,I,1474,2018,5,F,*,GIA,5030,2018.05.31,2018.05.31,04:41,07:52,4667,102,*****,100,R-33,R-02A,DISTRIBUCION,REDES SUBTERRANEAS,N,19482,191,0.0365,534186,0.036499961,14.857,S,T,5030,0,9B55X,N,-1,N,-1,-,"FALLA GIA 5030 SE PATRULLA SE ABRE C0301 SE PRUEBA Y NO RECIBE, SE CIERRA MANUAL T0302 ENLACE GIA 5020.  RECUOERA AL 100% LA CARGA, SE DETECTA EN POZO 4 COND DAÑADO, LIC 5065(ABIERTA), XM 5, 52,53,54 Y 55"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
