Division,Zona,Status,Numero,Anio,Mes,Area,Ciudad,SE,Circuito,Fecha_Inici,Fecha_Term,Hora_Ini,Hora_Term,Demanda,Usuario,Ramal,PUR,Material,Causa,Entidad,Proceso,Continuada,DEMUA,Duracion,TIU,Usuario_Promedio,TLU_Real,EDV,Afectacion,Tipo_Tramo,Tramo_Trocal,Tramo_Ramal,Atendido_Por,Con_Sin_Evento,Num_Evento,Falla_Renuante,Solicitud,Orden_Sicoss,Observaciones
DK,04,I,0929,2018,4,G,G,TGU,4060,2018.04.22,2018.04.22,09:57,11:30,80,92,F0398-VISHER,0,D-228,D-145,DISTRIBUCION,RED AEREA,N,8556,93,0.016044,534186,0.016029856,0.124,S,R,0,F0398-VISHER,K860R,N,-1,N,-1,K0403234774,"%.-PAJARO HACE CORTO CIRCUITO EN M.T. OPERANDO 1 FASE EN M.T. Y DE UN TRANSF. XM-205 CON SICCOS K0403234774; LIC:3648 , REPORTA XM 205 SE REPONE 1F-3A EN TD DE 35 KVA 3F Y 1F/25A/R3 SECC. CTO TGU 4060 CON LA RIM-595, LIC. 3648, QUED ATODO NORMAL"
DK,04,I,0928,2018,4,F,*,TXS,4030,2018.04.23,2018.04.23,11:51,20:06,12,18,CHININAL,100,D-252,D-133,DISTRIBUCION,RED AEREA,N,8910,495,0.016708,534186,0.016693083,0.099,S,R,0,CHININAL,9L0AR,N,-1,N,-1,K0403235008,"% FALSO CONTACTO EN CONECTOR DE L.V.  (PUNTO CALIENTE) DE PUENTE DAÑA ÑA FASE, XM-56 CORRIGE PUENTE DANADO EN MT FASE ""A"" EN SECC., LIC 3693 RIM-643 CTO TXS-4030, SICCOS K0403235008, QUEDA TODO NORMALIZADO."
DK,04,I,1062,2018,4,G,G,TGD,4050,2018.04.23,2018.04.23,13:04,14:10,40,56,F0526-S.6JUN,0,D-228,D-144,DISTRIBUCION,RED AEREA,N,3696,66,0.006931,534186,0.006924538,0.044,S,R,0,F0526-S.6JUN,9DY7X,N,-1,N,-1,-,"%K0403235055, LIC-3864, (1-12/3), ANDAMIO PEGA CON LINEA DE MT/ POR DESCUIDO DE TRABAJADOR AL ESTAR  LABORANDO, SE REVISA SIN DAÑO CONDUCTOR, ESQ. CUAHUTEMOC, COL. AZTECA JUAN CRISPIN."
DK,04,I,0952,2018,4,G,G,TGD,4070,2018.04.24,2018.04.25,21:38,07:56,59,99,F0499- BRAVO,0,D-228,D-145,DISTRIBUCION,RED AEREA,N,61182,618,0.114728,534186,0.114625839,0.608,S,R,0,F0499- BRAVO,9B51C,N,-1,N,-1,K0403235987,"%K0403235987 LIC: 3749, RIM: 617 (1-10/3) FASE A, UN PAJARO PROVOCA FALLA EN ESTA SECC, SE CAMBIA CCF EN AV LAS CASAS 7 CP.00000 SANTAMARIA DE LA RIVERA"
DK,04,I,0960,2018,4,I,*,CIT,4010,2018.04.25,2018.04.25,10:14,20:28,32,18,FCO I MADERO,100,D-228,D-145,DISTRIBUCION,RED AEREA,N,11052,614,0.020725,534186,0.020706168,0.328,S,R,0,FCO I MADERO,9L0AR,N,-1,N,-1,K0403236309,"%K0403236309 LIC:3789 RIM:712 SE RESTABLECE 2-10/3 EN SECC. FASE A Y C. CAUSA DE PALOMA QUE PEGA EN LA MT  COL:EJIDO FRANCISCO I MADERO ,"
DK,04,I,0956,2018,4,F,*,JUY,4010,2018.04.25,2018.04.25,14:11,21:05,115,167,MARUSIA,100,D-228,D-145,DISTRIBUCION,RED AEREA,N,69138,414,0.129647,534186,0.129531582,0.793,S,R,0,MARUSIA,9M96L,N,-1,N,-1,K0403236553,"%-K0403236553; LIC:3792; RIM: 656 SE RESTABLECE (1-12 /3) EN SECC FASE A,CAUSA PALOMA QUE PEGA EN LA LINEA, SE SUSTITUYE  FUSIBLE VOLADO EN EDIF A DEPTO 201 TANKA PAKBAL"
DK,04,I,0961,2018,4,F,*,GIA,4030,2018.04.26,2018.04.26,08:39,11:00,86,92,SAN JUDAS TA,100,D-228,D-145,DISTRIBUCION,RED AEREA,N,12972,141,0.024325,534186,0.024303331,0.202,S,R,0,SAN JUDAS TA,9MNT1,N,-1,N,-1,K0403236963,%K0403236963 LIC-3812 RIM; 0661; SE REPONE 1-25 AMP EN FASE A  A CAUSA DE AVE QUE PEGA EN LINEA DE MT. EN ESQ LUIS VIDAL Y MORELO CHIAPA DE CORZO.
DK,04,I,0986,2018,4,G,G,TXN,4070,2018.04.26,2018.04.26,16:10,18:23,70,86,F0151-JARDPE,0,D-228,D-133,DISTRIBUCION,RED AEREA,N,11438,133,0.021449,534186,0.021429348,0.155,S,R,0,F0151-JARDPE,K853R,N,-1,N,-1,K0403237681,"% K0403237681 Y K0403237483 LIC: 3844 RIM: 634 SE REPONE (1-40/3) FASE B, SE ORIGINA FALSO CONTACTO EN EL AILADOR  Y LA LINEA  DE MT SE RELAIZA REAPRIETE DE AMARRE EN CALLE  ALEJANDRINA COL JARDINES DEL PEDREGAL."
DK,04,I,0967,2018,4,G,G,TXN,4080,2018.04.26,2018.04.26,10:10,12:45,60,33,F_F0214_3D,0,D-228,D-133,DISTRIBUCION,RED AEREA,N,5115,155,0.009592,534186,0.009583066,0.155,S,R,0,F_F0214_3D,9B51C,N,-1,N,-1,K0403237212,%K0403237212 LIC: 3816 RIM: 628 POR FALSO CONTACTO LINEAS DE M TENSION SALE DEL ASILAMIENTO SE ROMPIO;  SE REPONE DOS MTS  DE ALUMINIO SUA AS4 (1-65/3) Y (1-3/3) BCO 25 KVAYT L3816 EN CJON PRIV M37 L21
DK,04,I,0965,2018,4,I,*,OCZ,4050,2018.04.26,2018.04.26,06:30,13:20,42,80,BOMBANO2,100,D-228,D-144,DISTRIBUCION,RED AEREA,N,32800,410,0.061506,534186,0.06145153,0.287,S,R,0,BOMBANO2,9M9C4,N,-1,N,-1,K0403236842,"%  K0403236842, LIC: 3805 RIM: 719 SE REPONEN (3-15/3) SE RETIRAN PUNTES PROVISIONAL INST. X TERCEROS Y EQUIPO MED DANADO (PROT CIVIL); EN SN. ANTONIO BOMBANO"
DK,04,I,0993,2018,4,G,G,TXN,4060,2018.04.27,2018.04.27,10:52,12:06,59,73,F0698-S.TORR,0,D-228,D-144,DISTRIBUCION,RED AEREA,N,5402,74,0.01013,534186,0.010120767,0.073,S,R,0,F0698-S.TORR,9FB76,N,-1,N,-1,K0403238074,"% K0403238074, LIC:3873(1-65/3) FASE B, UN ALBANIL HIZO CONTACTO CON LA CABEZA EN PUNETES DEL TRANSF OPERANDO LA SECCIONADORA ,VERIFICANDO YA NO ENCONTRARON A NADIE EL ACCIDENTADO LO TRASLADARON AL HOSPITAL, SE CAMBIA CCF EN C ARRIAGA COL LAS TORRES"
DK,04,I,1035,2018,4,F,*,GIA,4020,2018.04.28,2018.04.28,13:59,16:20,79,36,NANDAMBUA,100,D-233,D-153,DISTRIBUCION,RED AEREA,N,5076,141,0.009519,534186,0.009509999,0.186,S,R,0,NANDAMBUA,9L0D8,N,-1,N,-1,-,"% K0403238522, LIC:3915, RIM:677, SE REPONE (1-8/3) PUNTO CALIENTE EN LA ARGOLLA DE FUSIBLE VOLADO CAUSA DE SOBRECARGA, SE CORRIGE Y SE CAMBIA CCF, EN PRIV LOMA LARGA COL MORELOS NANDANBUA 2A SECC"
DK,04,I,1074,2018,4,H,*,VFD,4030,2018.04.30,2018.04.30,10:52,16:39,121,135,F2366 FLORES,100,D-228,D-133,DISTRIBUCION,RED AEREA,N,46845,347,0.087844,534186,0.08776515,0.7,S,R,0,F2366 FLORES,9B4YM,N,-1,N,-1,-,"% K0403239093, LIC:3965, RIM:559, SE REPONE (1-12/3) FASE B, FALSO CONTACTO EN FUSIBLE VOLADO ; SE REALIZA CAMBIO DE CCF, RANCHERIAS LAS FLORES , TAPACHULITA, VILLACORZO."
DK,04,I,1049,2018,4,G,G,TGU,4030,2018.04.30,2018.04.30,08:17,10:03,65,145,F0113-CANT2,0,D-228,D-145,DISTRIBUCION,RED AEREA,N,15370,106,0.028822,534186,0.028796037,0.115,S,R,0,F0113-CANT2,9B51C,N,-1,N,-1,K0403238863,"% PAJAROS OCASIOANANCORTO DAÑANDO APARTARRAYO EXPLOTADO, XM-209 RETIRA PAJARO REPONE 1F/40A/R3, LIC 3954,RIM-633, CTO TGU-4030, SE DEJA CON POTENCIAL SICCOS  K0403238863"
DK,04,I,1082,2018,4,H,*,VFD,4020,2018.04.30,2018.04.30,17:21,18:01,16,64,F2229- 10 TE,100,D-228,D-145,DISTRIBUCION,RED AEREA,N,2560,40,0.004801,534186,0.004796217,0.011,S,R,0,F2229- 10 TE,9FGCU,N,-1,N,-1,-,"% K0403239391, LIC:3972, RIM: 562, SE REPONE (1-12/3) FASE B  POR AVE QUE PEGA EN LA LINEA DE MT, SE REALIZA CAMBIO DE CCF, EN AV GARDENIAS SAN JUAN"
DK,04,I,1086,2018,5,F,*,TGD,4090,2018.05.01,2018.05.02,20:16,10:09,90,120,F_F1280_3D,100,D-228,D-145,DISTRIBUCION,RED AEREA,N,99960,833,0.187277,534186,0.187277285,1.25,S,R,0,F_F1280_3D,9DW0G,N,-1,N,-1,-,"%.-K0403239663, LIC:4017, RIM:692, (1-40/3) FASE A ; CAUSA DE CHOQUE DE PAJARO SOBRE LA LINEA DE MT; SE REALIZA EL CAMBIO DEL CCF; EN 8A OTE SUR COL. EL JOBO."
DK,04,I,1098,2018,5,G,G,TXN,4010,2018.05.01,2018.05.02,20:45,01:26,50,72,F0330-ROSARI,0,D-228,D-145,DISTRIBUCION,RED AEREA,N,20232,281,0.037905,534186,0.037905102,0.234,S,R,0,F0330-ROSARI,9B57E,N,-1,N,-1,K0403239670,"% k0403239670, LIC:4009. RIM:666 (1-25/3) FASE A, CAUSA ARDILLA ELECTROCUTADA , SE REALIZA CAMBIO DEL CCF EN PROL A CD DEPORTIVA"
DK,04,I,1301,2018,5,G,G,TGD,4050,2018.05.01,2018.05.01,17:25,22:01,90,99,F0508-MISIO1,0,D-228,D-133,DISTRIBUCION,RED AEREA,N,27324,276,0.051192,534186,0.051192122,0.414,S,R,0,F0508-MISIO1,9FPKY,N,-1,N,-1,-,"% K0403239639, LIC-3995, (1-40/3) FASE B, OPERA  POR FALSO CONTACTO EN CONECTOR , SE RESTABLECE EN AV. COVADONGA 383 FRACC. LA MISION"
DK,04,I,1130,2018,5,F,*,GIA,4030,2018.05.02,2018.05.02,19:50,22:00,54,88,C MIGUEL HGO,100,D-228,D-145,DISTRIBUCION,RED AEREA,N,11440,130,0.021433,534186,0.021433095,0.117,S,R,0,C MIGUEL HGO,9MNT1,N,-1,N,-1,K0403240161,"%.K0403240161, LIC:4055, RIM.697, SE REPONE (2-12/3) RAMAL Y (1-2/3) EN TD 30KVA 3F, CAUSA ZANATE (AVE) QUE PEGA EN RED DE MT, BARRION SAN JACINTO DE CHIAPA DE CORZO."
DK,04,I,1107,2018,5,I,*,MPE,4025,2018.05.02,2018.05.02,10:38,11:10,200,257,RAMAL CASETA,100,D-228,D-145,DISTRIBUCION,RED AEREA,N,8224,32,0.015408,534186,0.015407847,0.107,S,R,0,RAMAL CASETA,9M9C4,N,-1,N,-1,K0403239799,"%K0403239799, LIC:4025 RIM: SE REPONE (1-65/3) A CAUSA DE ARDILLA QUE PEGA EN LAS LINEAS D MT; SE CAMBIA EL CCF EN COL ROMULO CALZADA CUARTEL DE LOS SOLDADOS"
DK,04,I,1126,2018,5,G,G,RDB,4015,2018.05.03,2018.05.03,08:29,14:15,59,137,F0843,0,D-228,D-133,DISTRIBUCION,RED AEREA,N,47402,346,0.088809,534186,0.088808702,0.34,S,R,0,F0843,9DY7T,N,-1,N,-1,K0403240343,"%. k04043240343, LIC-4084, RIM-679,(1-65/3), FALSO CONTACTO PUENTES SUELTOS DEL LADO CARGA  LE FALTA COBRE COLILLAS SE HACEN CONEXIONES DE LAS TRES FASE SE REPONE CCF, CARR E ZAPATA KM8"
DK,04,I,1458,2018,5,G,*,RDB,4045,2018.05.04,2018.05.04,07:25,11:09,317,429,*****,100,D-252,D-125J,DISTRIBUCION,RED AEREA,N,96096,224,0.180038,534186,0.180037995,1.184,S,T,JARDINES,0,9L0AR,N,-1,N,-1,-,"%K0403241208, LIC-4081 DERIVADO DE FALLA DE UN DIA ANTERIOR CTO RDB-4045, SE DEJA TRASFERIDA LA CARGA AL TGD-4090, POR PROBLEMA SOCIAL, NO SE NORMALIZA LA CARGA DEJANDO AFECTADO CENTROS DE CARGA. YA QUE EL RESTAURADOR NO RESPONDIO QUEDANDO BLOQUEADO."
DK,04,I,1143,2018,5,F,*,GIA,4030,2018.05.04,2018.05.04,14:27,20:36,86,43,STA CECILIA,100,D-228,D-133,DISTRIBUCION,RED AEREA,N,15867,369,0.029727,534186,0.029727178,0.529,S,R,0,STA CECILIA,9L0D8,N,-1,N,-1,K0403241791,"%K0403241791 , LIC:4133, (1-10/3) POR  FALSO CONTACTO PROVOCA PUNTO CALIENTE EN ARGOLLA DE FUS VOLADO, AMINO VEC NUCATILI COL. CHIAPA DE CORZO,"
DK,04,I,1451,2018,5,H,*,LGZ,4010,2018.05.04,2018.05.04,14:09,14:21,1592,2953,*****,100,D-319,D-125E,DISTRIBUCION,RED AEREA,N,35436,12,0.06639,534186,0.066390135,0.318,S,T,LA BODEGONA,0,9MNTT,N,-1,N,-1,-,"% SCADA, LIC. 4117, 3 PZAS APARTARRAYO DE DISTRIBUCION DAÑADO;  SE REALIZA CAMBIO DE APARTARRAYOS,  R0308 OBREGON; C POR SUPERVISORIO."
DK,04,I,1172,2018,5,H,*,LGZ,4010,2018.05.05,2018.05.05,16:11,18:30,120,138,F2467,100,D-279,D-125B,DISTRIBUCION,RED AEREA,N,19182,139,0.035938,534186,0.035937904,0.278,S,R,0,F2467,9M9C7,N,-1,N,-1,K0403242005,"%.- K043242005, LIC:4160, RIM:602, (1-25/3) FASE A, OPERA POR DESCARGA ATMOSFERICA , EN 2SUR COL NVO MEXICO."
DK,04,I,1159,2018,5,F,*,RDB,4045,2018.05.05,2018.05.05,11:18,17:00,27,25,BUENA VISTA,100,D-228,D-145,DISTRIBUCION,RED AEREA,N,8550,342,0.016019,534186,0.016018615,0.154,S,R,0,BUENA VISTA,9L0D8,N,-1,N,-1,K0403241955,"% K04043241955, LIC:4157, RIM:721, SE REPONE (1-12/3), AVE PEGA EN LAS LINEAS DE MT, FRACC LOS ARBOLITOS, EN 4 NTE Y 8 OTE , SUCHIAPA"
DK,04,I,1170,2018,5,I,*,LMX,4012,2018.05.05,2018.05.05,21:49,21:55,12,30,RIA ROSENDO,100,D-279,D-125B,DISTRIBUCION,RED AEREA,N,180,6,0.000337,534186,0.000337234,0.001,S,R,0,RIA ROSENDO,9MNTB,N,-1,N,-1,K0403242043,"%- K0403242043, LIC:4166, RIM:791, (2-40/3) FASE A, OPERA POR DESCARGA ATMOSFERICAS. EN COL ROSENDO ZALASAR"
DK,04,I,1155,2018,5,F,*,JUY,4010,2018.05.05,2018.05.05,10:36,15:19,69,66,VCENTE G,100,D-228,D-145,DISTRIBUCION,RED AEREA,N,18678,283,0.034994,534186,0.034993649,0.326,S,R,0,VCENTE G,9L0D8,N,-1,N,-1,K0403241951,"% K0403241951, LIC:4153, RIM:719,(1-2/3) EN TD 45KVA (2-8/3) SEC 2SUR Y 1PTE  (2-10/3)SEC 2PTE Y 1 SUR  CHOQUE DE ZANATE (AVE) EN LINEA D MT, EN  CARR HACIA SAN FERNANDO."
DK,04,I,1181,2018,5,F,*,GIA,4030,2018.05.07,2018.05.07,10:48,18:35,54,58,C MIGUEL HGO,100,D-228,D-145,DISTRIBUCION,RED AEREA,N,27086,467,0.050746,534186,0.050746224,0.42,S,R,0,C MIGUEL HGO,9L0D8,N,-1,N,-1,K0403242430,"% K0403242430 LIC:4214 (1-12/3) FASE A, CAUSA  PAJAROS CHOCAN CON LINEAS DE MT, EN PLAYA GRANDE CHIAPA DE CORZO"
DK,04,I,1182,2018,5,F,*,GIA,4010,2018.05.07,2018.05.07,11:15,18:40,48,65,TIA AMELIA,100,D-228,D-145,DISTRIBUCION,RED AEREA,N,28925,445,0.054192,534186,0.054191631,0.356,S,R,0,TIA AMELIA,9MNT1,N,-1,N,-1,K0403242462,"% K0403242462 LIC:4215 (1-12/3) FASE B, CAUSA  PAJAROS ROMPEN DISTANCIA AL CHOCAR CON LINEAS DE M T, EN RIVERA CUSPASMI"
DK,04,I,1201,2018,5,F,*,GIA,4020,2018.05.08,2018.05.08,14:50,16:40,70,145,FLECHAS,100,D-228,D-145,DISTRIBUCION,RED AEREA,N,15950,110,0.029883,534186,0.02988268,0.128,S,R,0,FLECHAS,9MNT1,N,-1,N,-1,K0403243836,"% K0403243836, LIC:4249. (1-10/3) FASE B: CAUSA DE AVE QUE PEGA EN LA RED DE MT; EN  CJON  SANTA ROSA  RIVERA LAS FLECHAS,"
DK,04,I,1202,2018,5,F,*,JUY,4010,2018.05.08,2018.05.08,19:31,21:02,69,100,TSITZUN,100,D-228,D-145,DISTRIBUCION,RED AEREA,N,9100,91,0.017049,534186,0.017049053,0.105,S,R,0,TSITZUN,9L0AR,N,-1,N,-1,K0403243982,"% K0403243982, LIC:4261. (1-12/3) FASE A; CAUSA DE AVE PEGA CON LAS LINEAS DE MT, EN 4AV NTE PTE 55 BARRIO GUADALUPE MUNICIPIO DE SAN FERNANDO."
DK,04,I,1199,2018,5,F,*,JUY,4010,2018.05.08,2018.05.08,12:01,12:55,30,67,KINDER,100,D-319,D-125E,DISTRIBUCION,RED AEREA,N,3618,54,0.006778,534186,0.006778404,0.027,S,R,0,KINDER,9L0DA,N,-1,N,-1,K0403243696,"%.- K0403243696, LIC:4143. (1-25/3) FASE A , FALLA  APARTARRAYO AL GENERARSE UNA DESCARGA  ATMOSFERICA EN CALLE 15 COL BENITO JUAREZ"
DK,04,I,1198,2018,5,F,*,COP,4032,2018.05.08,2018.05.08,12:50,16:25,32,35,TOMBAK,100,D-228,D-145,DISTRIBUCION,RED AEREA,N,7525,215,0.014098,534186,0.014098255,0.115,S,R,0,TOMBAK,9DY6U,N,-1,N,-1,K0403243734,"% K0403243734 LIC:4248 (1-8/3) CAUSA AVE PEGA EN LA RED D MT, CARR MALPASO MUNICIPIO DE TECPATAN"
DK,04,I,1261,2018,5,G,G,MAA,4020,2018.05.09,2018.05.09,10:35,11:31,100,80,F0437,0,D-228,D-133,DISTRIBUCION,RED AEREA,N,4480,56,0.008393,534186,0.00839338,0.093,S,R,0,F0437,9DY7G,N,-1,N,-1,-,"% K0403244425 LIC4278 (1-8/3) FASE B, SE TIENE  FALSO CONTACTO EN TERMINAL DE UNA DE LAS FASES, SE REAJUSTA EN CALLE LUIS ESPINOZA 1574 COL. XAMAIPAK"
DK,04,I,1200,2018,5,G,G,TXN,4040,2018.05.09,2018.05.09,01:21,02:22,115,157,F0662-1A SUR,0,D-228,D-145,DISTRIBUCION,RED AEREA,N,9577,61,0.017943,534186,0.017942723,0.117,S,R,0,F0662-1A SUR,QU169,N,-1,N,-1,K0403244046,"%K0403244046, LIC:4264, (2-40/3), FASE A Y C, CAUSA  GATO CHOCA CON LA LINEA DE MT OCASIONA CC, SE REALIZA EL RETIRO DE LAS RAMAS EN 2.SUR Y 7A OTE. COL CTO, SUR OTE U."
DK,04,I,1246,2018,5,I,*,CIT,4040,2018.05.09,2018.05.10,18:49,15:15,11,11,FELIPE ANGE,100,D-228,D-144,DISTRIBUCION,RED AEREA,N,13486,1226,0.025266,534186,0.025266321,0.225,S,R,0,FELIPE ANGE,K395R,N,-1,N,-1,-,"%.- K0403244710;LIC-4299; (1-8/3) FASE B, SE ENCUENTRA SECC ALAMBRADA AFECTA RAMAL, SE DESCONECTA Y SE AISLA FALLA  EN RANCHO EL BALAZO."
DK,04,I,1304,2018,5,H,*,LGZ,4040,2018.05.10,2018.05.10,13:28,17:34,65,75,F2520-PROGRE,100,D-228,D-133,DISTRIBUCION,RED AEREA,N,18450,246,0.034566,534186,0.034566486,0.267,S,R,0,F2520-PROGRE,K746R,N,-1,N,-1,-,"% K0403244896 LIC-4301 (1-8/3) FASE C, OPERA POR FALSO CONTACTO EN TERMINALES DE CONECTOR, SE RESTABLECE EN COL: UNION Y PROGRESO"
DK,04,I,1207,2018,5,F,*,JUY,4010,2018.05.10,2018.05.10,08:40,16:54,23,34,JUY JUY,100,D-228,D-133,DISTRIBUCION,RED AEREA,N,16796,494,0.031468,534186,0.03146768,0.189,S,R,0,JUY JUY,QU169,N,-1,N,-1,K0403244780,"%K0403244780, LIC:43000, (1-12/3) FASE C; A CAUSA DE FALSO CONTACTO EN UNO DE LOS CONECTORES, SE REALIZA REAJUSTE DEL CONECTOR, EN EDIF TANKA PAKBAL CAMPAMENTO MILITAR."
DK,04,I,1216,2018,5,F,*,RDB,4045,2018.05.10,2018.05.11,16:03,11:16,27,25,F1108_PACU2,100,D-279,D-125B,DISTRIBUCION,RED AEREA,N,28825,1153,0.054004,534186,0.054004279,0.519,S,R,0,F1108_PACU2,9FLGD,N,-1,N,-1,K0403244954,"%.- K0403244954, LIC:4321, (1-25/3) FASE A,  AISLADOR FLAMEADO A CAUSA DE DESCARGA  ATMOSFERICA EN COL: PACU SUCHIAPA"
DK,04,I,1223,2018,5,F,*,JUY,5010,2018.05.11,2018.05.11,12:37,16:36,126,118,COPANO,100,D-279,D-125B,DISTRIBUCION,RED AEREA,N,28202,239,0.052837,534186,0.052837075,0.502,S,R,0,COPANO,9FLGU,N,-1,N,-1,K0403245236,"%.- K0403245236, LIC:4333, (2-25/3) Y (1-10/3) FASE B; AISLADOR FLAMIADO POR DESCARGA ATMOSFERICA, EN CARRT CHIC-MALPASO KM 24+800"
DK,04,I,1220,2018,5,G,G,TGD,4070,2018.05.11,2018.05.11,08:36,12:32,65,59,F0495-S.MAGI,0,D-228,D-133,DISTRIBUCION,RED AEREA,N,13924,236,0.026087,534186,0.026086924,0.256,S,R,0,F0495-S.MAGI,9B51C,N,-1,N,-1,K0403245054,"% K0403245054, LIC:4326, (1-25/3) Y (1-5/3) FASE B;  A CAUSA DE FALSO CONTACTO, EN AV. INFERNILLO, AV PRESA MALPASO, COL LAS PALMAS"
DK,04,I,1217,2018,5,F,*,RDB,4045,2018.05.11,2018.05.11,09:26,12:55,27,25,F1113_RANCHO,100,D-319,D-125E,DISTRIBUCION,RED AEREA,N,5225,209,0.009789,534186,0.009789154,0.094,S,R,0,F1113_RANCHO,9FLGD,N,-1,N,-1,K0403245082,"%.- K0403245082, LIC:4327, (1-12/3) FASE A, OPERO POR APARTARRAYO EXPLOTADO A CAUSA DE DESCARGA ATMOSFERICA, EN RCHO SAN JOSE DEL CARMEN, PAC"
DK,04,I,1238,2018,5,F,*,TGD,4090,2018.05.11,2018.05.12,16:30,11:00,90,49,F0564-P.BOSQ,100,D-228,D-133,DISTRIBUCION,RED AEREA,N,54390,1110,0.101901,534186,0.101900876,1.665,S,R,0,F0564-P.BOSQ,9L0D8,N,-1,N,-1,K0403245440,"%.- K0403245440, LIC:4354, (1-10/3), OPERA POR FALSO CONTACTO EL FUSIBLE, EN AV JUAN PABLO II EL JOBO"
DK,04,I,1306,2018,5,F,*,GIA,4010,2018.05.11,2018.05.12,09:05,00:01,15,13,2OTE 2SUR,100,D-228,D-144,DISTRIBUCION,RED AEREA,N,11648,896,0.021823,534186,0.021822787,0.224,S,R,0,2OTE 2SUR,9L0D8,N,-1,N,-1,-,"% K0403245065 LIC-4345 (1-25/3) OPERA POR PROPAGACION DE LA FALLA DE INSTALCION DE USUARIO, SE RESTABLECE EN C AURORA BUENA VISTA"
DK,04,I,1225,2018,5,F,*,TXS,4030,2018.05.11,2018.05.11,09:47,19:00,11,11,JERUSALEM,100,D-279,D-125B,DISTRIBUCION,RED AEREA,N,6083,553,0.011397,534186,0.011396636,0.101,S,R,0,JERUSALEM,9L0D8,N,-1,N,-1,K0403245107,"%.- K0403245107. LIC:4337, (1-10/3) EN FASE C Y (1-8/3) B, AISLADOR FLAMIADO POR DESCARGA ATMOSFERICA, EN CARRETERA PANAMERICANA KM 142."
DK,04,I,1230,2018,5,F,*,TXS,4030,2018.05.12,2018.05.12,10:30,13:00,28,29,TRANS HOSPIT,100,D-228,D-133,DISTRIBUCION,RED AEREA,N,4350,150,0.00815,534186,0.008149822,0.07,S,R,0,TRANS HOSPIT,9FLGD,N,-1,N,-1,K0403245606,"%.- K0403245606, LIC:4356. SE REPONE (1-25/3) FASE C, CAIDA DE RAMAS SOBRRE LA LINEA DE MT, A CAUSA DE LOS TORRENCIALES DE VIENTOS FUERTES Y LLUVIAS DEL CANAL DE BAJA PRESION, SE RETIRAN RAMAS EN RANCHO LAS FLORES VISTA HERMOSA"
DK,04,I,1262,2018,5,I,*,LMX,4012,2018.05.12,2018.05.13,16:49,15:30,171,31,F_POMPOSO_3D,100,D-252,D-133,DISTRIBUCION,RED AEREA,N,42191,1361,0.079046,534186,0.079045778,3.879,S,R,0,F_POMPOSO_3D,9MNTB,N,-1,N,-1,-,"% K0403245658, LIC-4388, LINEA ROTA FASE C, POR FALSO CONTACTO, SE ABRE RAMAL CEGADO EN SECC DE POMPOSO PARA CERRAR REST, SE REPARA LINEA CON EMPALMES A COMPRESION EN ENTRONQUE A POMPOSO CASTELLANO"
DK,04,I,1245,2018,5,H,*,VFD,4050,2018.05.12,2018.05.12,20:50,22:43,22,125,F2258 S ANT,100,D-228,D-134,DISTRIBUCION,RED AEREA,N,14125,113,0.026464,534186,0.026463502,0.041,S,R,0,F2258 S ANT,9M9C7,N,-1,N,-1,-,"3.- K0403245683; (1-40/3), (1-15/3), (1-12/3); OPERAN POR DESCARGA ATMOSFERICA SOBRE LA RED DE MT, SE ATIENDE FALLA RANCHO RECUERDO DE ESQUIPULAS, SE OTORGA LICENCIA LOCAL NUM 17, RESTABLECE CUADRILLA XM86. VFD-4040 A UN COSTADO DE PARCELA CEBTA"
DK,04,I,1231,2018,5,I,*,CIT,4040,2018.05.12,2018.05.12,09:53,13:05,41,43,TENEJAPA,100,D-228,D-109,DISTRIBUCION,RED AEREA,N,8256,192,0.015468,534186,0.0154678,0.131,S,R,0,TENEJAPA,9MNT4,N,-1,N,-1,K0403245600,"% K0403245600, LIC:4361, (1-12/3), OPERA POR CAPACIDAD INADECUADA , SE RALIZA EL CAMBIO DEL FUSIBLE A UNO ADECUADO EN COL. EMILIANO ZAPATA (RAMAL TENEJAPA)"
DK,04,I,1232,2018,5,G,G,TGU,4050,2018.05.12,2018.05.12,15:00,17:09,90,105,F0366-4ASURP,0,D-228,D-133,DISTRIBUCION,RED AEREA,N,13545,129,0.025377,534186,0.025376859,0.194,S,R,0,F0366-4ASURP,9FB76,N,-1,N,-1,K0403245645,"% K0403245645, LIC-4365, (1-25/3) F-A, FALSO CONTACTO POR CHOQUE DE AVE CON LA RED DE MT EN 6A SUR PTE 1248 CENTRO DE TUXTLA"
DK,04,I,1233,2018,5,F,*,AAA,4015,2018.05.12,2018.05.12,19:25,20:05,28,115,BAJIO,100,D-228,D-133,DISTRIBUCION,RED AEREA,N,4600,40,0.008618,534186,0.008618202,0.019,S,R,0,BAJIO,9L0D8,N,-1,N,-1,K0403245666,"% K0403245666, LIC-4371 (3/25-3) SE TIENE UN FALSO CONTACTO EN LA LINEAS DE MT A CONSECUENCIA DE LUUVIAS Y DESCARGAS ATMOSFERICAS EN LA  ZONA EN CARR  LA ANGOSTURA-ACALA"
